Date,zone_id,slot,ride_count,prev_slot_demand,prev_day_demand,prev_week_demand,zone_slot_expanding_avg,zone_slot_roll7,zone_expanding_avg,date,weekday,weekday_encoded,month,day,week_of_year,is_weekend,hour_start,slot_label,slot_name,is_holiday,holiday_name,weather_indicator,temp,humidity,precip,precipprob,windspeed,heat_index,temp_range,zone_lat,zone_lon,zone_name,n_locations,demand_ratio,Demand_Category
2024-02-06,6,3,19,16,21,19,15.75,16.857142857142858,14.315068493150685,2024-02-06,Tuesday,1,2,6,6,0,12,12:00-16:00,Afternoon (12:00-16:00),0,None,0,13.5,72.9,0.0,0.0,14.8,286.5542353,10.5,28.66593081081081,77.19968216216216,Zone 6 - Kirti Nagar,37,1.2063492063492063,High
2024-02-06,6,4,23,19,18,22,25.38888888888889,23.285714285714285,14.336363636363636,2024-02-06,Tuesday,1,2,6,6,0,16,16:00-20:00,Evening Peak (16:00-20:00),0,None,0,13.5,72.9,0.0,0.0,14.8,286.5542353,10.5,28.66593081081081,77.19968216216216,Zone 6 - Kirti Nagar,37,0.9059080962800875,High
2024-02-06,6,5,14,23,20,13,15.13888888888889,17.142857142857142,14.375565610859729,2024-02-06,Tuesday,1,2,6,6,0,20,20:00-24:00,Late Evening (20:00-24:00),0,None,0,13.5,72.9,0.0,0.0,14.8,286.5542353,10.5,28.66593081081081,77.19968216216216,Zone 6 - Kirti Nagar,37,0.9247706422018348,High
2024-02-06,7,0,1,1,0,0,0.2777777777777778,0.2857142857142857,1.2731481481481481,2024-02-06,Tuesday,1,2,6,6,0,0,00:00-04:00,Night (00:00-04:00),0,None,0,13.5,72.9,0.0,0.0,14.8,286.5542353,10.5,28.67650666666667,77.43018666666667,Zone 7 - Ghaziabad,3,3.5999999999999996,Low
2024-02-06,7,1,3,1,2,3,0.9444444444444444,1.0,1.271889400921659,2024-02-06,Tuesday,1,2,6,6,0,4,04:00-08:00,Night (04:00-08:00),0,None,0,13.5,72.9,0.0,0.0,14.8,286.5542353,10.5,28.67650666666667,77.43018666666667,Zone 7 - Ghaziabad,3,3.1764705882352944,Medium
2024-02-06,7,2,1,3,0,1,1.7222222222222223,1.4285714285714286,1.2798165137614679,2024-02-06,Tuesday,1,2,6,6,0,8,08:00-12:00,Morning (08:00-12:00),0,None,0,13.5,72.9,0.0,0.0,14.8,286.5542353,10.5,28.67650666666667,77.43018666666667,Zone 7 - Ghaziabad,3,0.5806451612903225,Low
2024-02-06,7,3,1,1,2,1,1.3055555555555556,1.2857142857142858,1.278538812785388,2024-02-06,Tuesday,1,2,6,6,0,12,12:00-16:00,Afternoon (12:00-16:00),0,None,0,13.5,72.9,0.0,0.0,14.8,286.5542353,10.5,28.67650666666667,77.43018666666667,Zone 7 - Ghaziabad,3,0.7659574468085106,Low
2024-02-06,7,4,4,1,1,2,2.25,2.7142857142857144,1.2772727272727273,2024-02-06,Tuesday,1,2,6,6,0,16,16:00-20:00,Evening Peak (16:00-20:00),0,None,0,13.5,72.9,0.0,0.0,14.8,286.5542353,10.5,28.67650666666667,77.43018666666667,Zone 7 - Ghaziabad,3,1.7777777777777777,Medium
2024-02-06,7,5,1,4,1,1,1.1388888888888888,1.1428571428571428,1.2895927601809956,2024-02-06,Tuesday,1,2,6,6,0,20,20:00-24:00,Late Evening (20:00-24:00),0,None,0,13.5,72.9,0.0,0.0,14.8,286.5542353,10.5,28.67650666666667,77.43018666666667,Zone 7 - Ghaziabad,3,0.8780487804878049,Low
2024-02-06,8,0,1,0,0,0,0.1388888888888889,0.14285714285714285,0.32407407407407407,2024-02-06,Tuesday,1,2,6,6,0,0,00:00-04:00,Night (00:00-04:00),0,None,0,13.5,72.9,0.0,0.0,14.8,286.5542353,10.5,28.67896,76.89904000000001,Zone 8 - Bahadurgarh,1,7.199999999999999,Low
2024-02-06,8,1,0,1,1,0,0.2222222222222222,0.5714285714285714,0.3271889400921659,2024-02-06,Tuesday,1,2,6,6,0,4,04:00-08:00,Night (04:00-08:00),0,None,0,13.5,72.9,0.0,0.0,14.8,286.5542353,10.5,28.67896,76.89904000000001,Zone 8 - Bahadurgarh,1,0.0,Low
2024-02-06,8,2,0,0,0,1,0.4166666666666667,0.2857142857142857,0.3256880733944954,2024-02-06,Tuesday,1,2,6,6,0,8,08:00-12:00,Morning (08:00-12:00),0,None,0,13.5,72.9,0.0,0.0,14.8,286.5542353,10.5,28.67896,76.89904000000001,Zone 8 - Bahadurgarh,1,0.0,Low
2024-02-06,8,3,0,0,0,0,0.3611111111111111,0.2857142857142857,0.3242009132420091,2024-02-06,Tuesday,1,2,6,6,0,12,12:00-16:00,Afternoon (12:00-16:00),0,None,0,13.5,72.9,0.0,0.0,14.8,286.5542353,10.5,28.67896,76.89904000000001,Zone 8 - Bahadurgarh,1,0.0,Low
2024-02-06,8,4,1,0,1,0,0.6111111111111112,0.7142857142857143,0.32272727272727275,2024-02-06,Tuesday,1,2,6,6,0,16,16:00-20:00,Evening Peak (16:00-20:00),0,None,0,13.5,72.9,0.0,0.0,14.8,286.5542353,10.5,28.67896,76.89904000000001,Zone 8 - Bahadurgarh,1,1.6363636363636362,Low
2024-02-06,8,5,0,1,0,0,0.19444444444444445,0.0,0.3257918552036199,2024-02-06,Tuesday,1,2,6,6,0,20,20:00-24:00,Late Evening (20:00-24:00),0,None,0,13.5,72.9,0.0,0.0,14.8,286.5542353,10.5,28.67896,76.89904000000001,Zone 8 - Bahadurgarh,1,0.0,Low
2024-02-06,9,0,0,0,0,0,0.0,0.0,0.4166666666666667,2024-02-06,Tuesday,1,2,6,6,0,0,00:00-04:00,Night (00:00-04:00),0,None,0,13.5,72.9,0.0,0.0,14.8,286.5542353,10.5,28.24264,76.90728,Zone 9 - Bhiwadi,1,1.0,Low
2024-02-06,9,1,0,0,0,2,0.2222222222222222,0.2857142857142857,0.4147465437788018,2024-02-06,Tuesday,1,2,6,6,0,4,04:00-08:00,Night (04:00-08:00),0,None,0,13.5,72.9,0.0,0.0,14.8,286.5542353,10.5,28.24264,76.90728,Zone 9 - Bhiwadi,1,0.0,Low
2024-02-06,9,2,0,0,0,0,0.6388888888888888,0.5714285714285714,0.41284403669724773,2024-02-06,Tuesday,1,2,6,6,0,8,08:00-12:00,Morning (08:00-12:00),0,None,0,13.5,72.9,0.0,0.0,14.8,286.5542353,10.5,28.24264,76.90728,Zone 9 - Bhiwadi,1,0.0,Low
2024-02-06,9,3,2,0,0,1,0.5,0.42857142857142855,0.410958904109589,2024-02-06,Tuesday,1,2,6,6,0,12,12:00-16:00,Afternoon (12:00-16:00),0,None,0,13.5,72.9,0.0,0.0,14.8,286.5542353,10.5,28.24264,76.90728,Zone 9 - Bhiwadi,1,4.0,Medium
2024-02-06,9,4,0,2,1,0,0.6666666666666666,0.5714285714285714,0.41818181818181815,2024-02-06,Tuesday,1,2,6,6,0,16,16:00-20:00,Evening Peak (16:00-20:00),0,None,0,13.5,72.9,0.0,0.0,14.8,286.5542353,10.5,28.24264,76.90728,Zone 9 - Bhiwadi,1,0.0,Low
2024-02-06,9,5,1,0,0,1,0.4722222222222222,0.5714285714285714,0.416289592760181,2024-02-06,Tuesday,1,2,6,6,0,20,20:00-24:00,Late Evening (20:00-24:00),0,None,0,13.5,72.9,0.0,0.0,14.8,286.5542353,10.5,28.24264,76.90728,Zone 9 - Bhiwadi,1,2.1176470588235294,Low
2024-02-07,0,0,8,23,5,5,3.4594594594594597,4.428571428571429,16.783783783783782,2024-02-07,Wednesday,2,2,7,6,0,0,00:00-04:00,Night (00:00-04:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.625136744186047,77.25694511627907,Zone 0 - Indraprastha,43,2.3125,High
2024-02-07,0,1,9,8,7,7,8.054054054054054,9.285714285714286,16.744394618834082,2024-02-07,Wednesday,2,2,7,6,0,4,04:00-08:00,Night (04:00-08:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.625136744186047,77.25694511627907,Zone 0 - Indraprastha,43,1.1174496644295302,High
2024-02-07,0,2,19,9,22,31,23.243243243243242,25.571428571428573,16.709821428571427,2024-02-07,Wednesday,2,2,7,6,0,8,08:00-12:00,Morning (08:00-12:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.625136744186047,77.25694511627907,Zone 0 - Indraprastha,43,0.8174418604651164,High
2024-02-07,0,3,14,19,12,18,17.783783783783782,17.142857142857142,16.72,2024-02-07,Wednesday,2,2,7,6,0,12,12:00-16:00,Afternoon (12:00-16:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.625136744186047,77.25694511627907,Zone 0 - Indraprastha,43,0.7872340425531915,High
2024-02-07,0,4,29,14,40,35,30.72972972972973,32.0,16.707964601769913,2024-02-07,Wednesday,2,2,7,6,0,16,16:00-20:00,Evening Peak (16:00-20:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.625136744186047,77.25694511627907,Zone 0 - Indraprastha,43,0.9437115215479331,High
2024-02-07,0,5,18,29,23,12,17.43243243243243,18.714285714285715,16.762114537444933,2024-02-07,Wednesday,2,2,7,6,0,20,20:00-24:00,Late Evening (20:00-24:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.625136744186047,77.25694511627907,Zone 0 - Indraprastha,43,1.0325581395348837,High
2024-02-07,1,0,2,4,1,2,1.2972972972972974,1.2857142857142858,4.918918918918919,2024-02-07,Wednesday,2,2,7,6,0,0,00:00-04:00,Night (00:00-04:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.45272,77.02158,Zone 1 - Cyber Hub,12,1.5416666666666665,Medium
2024-02-07,1,1,0,2,0,3,2.864864864864865,2.857142857142857,4.9058295964125564,2024-02-07,Wednesday,2,2,7,6,0,4,04:00-08:00,Night (04:00-08:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.45272,77.02158,Zone 1 - Cyber Hub,12,0.0,Low
2024-02-07,1,2,5,0,8,5,6.72972972972973,7.285714285714286,4.883928571428571,2024-02-07,Wednesday,2,2,7,6,0,8,08:00-12:00,Morning (08:00-12:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.45272,77.02158,Zone 1 - Cyber Hub,12,0.7429718875502008,Medium
2024-02-07,1,3,6,5,8,8,5.756756756756757,6.571428571428571,4.884444444444444,2024-02-07,Wednesday,2,2,7,6,0,12,12:00-16:00,Afternoon (12:00-16:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.45272,77.02158,Zone 1 - Cyber Hub,12,1.0422535211267605,Medium
2024-02-07,1,4,10,6,9,8,7.891891891891892,9.428571428571429,4.889380530973451,2024-02-07,Wednesday,2,2,7,6,0,16,16:00-20:00,Evening Peak (16:00-20:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.45272,77.02158,Zone 1 - Cyber Hub,12,1.2671232876712328,High
2024-02-07,1,5,9,10,4,3,4.972972972972973,4.571428571428571,4.9118942731277535,2024-02-07,Wednesday,2,2,7,6,0,20,20:00-24:00,Late Evening (20:00-24:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.45272,77.02158,Zone 1 - Cyber Hub,12,1.8097826086956523,High
2024-02-07,2,0,7,27,8,3,4.54054054054054,4.142857142857143,20.265765765765767,2024-02-07,Wednesday,2,2,7,6,0,0,00:00-04:00,Night (00:00-04:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.609300392156864,77.21153411764706,Zone 2 - Panchsheel Park,51,1.5416666666666667,High
2024-02-07,2,1,9,7,18,8,11.135135135135135,10.714285714285714,20.206278026905828,2024-02-07,Wednesday,2,2,7,6,0,4,04:00-08:00,Night (04:00-08:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.609300392156864,77.21153411764706,Zone 2 - Panchsheel Park,51,0.808252427184466,High
2024-02-07,2,2,20,9,27,24,25.89189189189189,24.714285714285715,20.15625,2024-02-07,Wednesday,2,2,7,6,0,8,08:00-12:00,Morning (08:00-12:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.609300392156864,77.21153411764706,Zone 2 - Panchsheel Park,51,0.7724425887265136,High
2024-02-07,2,3,16,20,18,22,21.972972972972972,19.857142857142858,20.155555555555555,2024-02-07,Wednesday,2,2,7,6,0,12,12:00-16:00,Afternoon (12:00-16:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.609300392156864,77.21153411764706,Zone 2 - Panchsheel Park,51,0.7281672816728167,High
2024-02-07,2,4,24,16,36,39,35.513513513513516,38.285714285714285,20.13716814159292,2024-02-07,Wednesday,2,2,7,6,0,16,16:00-20:00,Evening Peak (16:00-20:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.609300392156864,77.21153411764706,Zone 2 - Panchsheel Park,51,0.6757990867579908,High
2024-02-07,2,5,21,24,27,18,22.54054054054054,23.0,20.154185022026432,2024-02-07,Wednesday,2,2,7,6,0,20,20:00-24:00,Late Evening (20:00-24:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.609300392156864,77.21153411764706,Zone 2 - Panchsheel Park,51,0.9316546762589928,High
2024-02-07,3,0,0,3,1,1,0.7837837837837838,1.0,3.126126126126126,2024-02-07,Wednesday,2,2,7,6,0,0,00:00-04:00,Night (00:00-04:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.59822,77.0568,Zone 3 - Paschim Vihar,8,0.0,Low
2024-02-07,3,1,2,0,0,1,1.5135135135135136,1.0,3.1121076233183858,2024-02-07,Wednesday,2,2,7,6,0,4,04:00-08:00,Night (04:00-08:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.59822,77.0568,Zone 3 - Paschim Vihar,8,1.3214285714285714,Medium
2024-02-07,3,2,4,2,7,4,3.864864864864865,5.428571428571429,3.107142857142857,2024-02-07,Wednesday,2,2,7,6,0,8,08:00-12:00,Morning (08:00-12:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.59822,77.0568,Zone 3 - Paschim Vihar,8,1.034965034965035,Medium
2024-02-07,3,3,5,4,9,1,4.054054054054054,3.2857142857142856,3.111111111111111,2024-02-07,Wednesday,2,2,7,6,0,12,12:00-16:00,Afternoon (12:00-16:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.59822,77.0568,Zone 3 - Paschim Vihar,8,1.2333333333333332,Medium
2024-02-07,3,4,7,5,5,7,5.486486486486487,6.428571428571429,3.1194690265486726,2024-02-07,Wednesday,2,2,7,6,0,16,16:00-20:00,Evening Peak (16:00-20:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.59822,77.0568,Zone 3 - Paschim Vihar,8,1.2758620689655171,High
2024-02-07,3,5,1,7,3,5,3.054054054054054,3.857142857142857,3.1365638766519823,2024-02-07,Wednesday,2,2,7,6,0,20,20:00-24:00,Late Evening (20:00-24:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.59822,77.0568,Zone 3 - Paschim Vihar,8,0.3274336283185841,Low
2024-02-07,4,0,2,2,2,0,1.135135135135135,1.2857142857142858,5.423423423423423,2024-02-07,Wednesday,2,2,7,6,0,0,00:00-04:00,Night (00:00-04:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.527483076923076,77.19609846153847,Zone 4 - Aya Nagar,13,1.761904761904762,Medium
2024-02-07,4,1,2,2,5,2,3.0,4.142857142857143,5.408071748878924,2024-02-07,Wednesday,2,2,7,6,0,4,04:00-08:00,Night (04:00-08:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.527483076923076,77.19609846153847,Zone 4 - Aya Nagar,13,0.6666666666666666,Medium
2024-02-07,4,2,6,2,9,5,7.216216216216216,7.142857142857143,5.392857142857143,2024-02-07,Wednesday,2,2,7,6,0,8,08:00-12:00,Morning (08:00-12:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.527483076923076,77.19609846153847,Zone 4 - Aya Nagar,13,0.8314606741573034,Medium
2024-02-07,4,3,7,6,6,5,6.297297297297297,6.285714285714286,5.395555555555555,2024-02-07,Wednesday,2,2,7,6,0,12,12:00-16:00,Afternoon (12:00-16:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.527483076923076,77.19609846153847,Zone 4 - Aya Nagar,13,1.111587982832618,High
2024-02-07,4,4,12,7,13,7,9.054054054054054,10.714285714285714,5.402654867256637,2024-02-07,Wednesday,2,2,7,6,0,16,16:00-20:00,Evening Peak (16:00-20:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.527483076923076,77.19609846153847,Zone 4 - Aya Nagar,13,1.3253731343283581,High
2024-02-07,4,5,6,12,2,10,5.837837837837838,4.714285714285714,5.431718061674009,2024-02-07,Wednesday,2,2,7,6,0,20,20:00-24:00,Late Evening (20:00-24:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.527483076923076,77.19609846153847,Zone 4 - Aya Nagar,13,1.027777777777778,Medium
2024-02-07,5,0,1,4,1,1,0.7837837837837838,1.0,2.635135135135135,2024-02-07,Wednesday,2,2,7,6,0,0,00:00-04:00,Night (00:00-04:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.526365714285713,77.35366857142857,Zone 5 - Noida Extension,7,1.2758620689655173,Low
2024-02-07,5,1,0,1,0,2,1.2972972972972974,0.8571428571428571,2.6278026905829597,2024-02-07,Wednesday,2,2,7,6,0,4,04:00-08:00,Night (04:00-08:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.526365714285713,77.35366857142857,Zone 5 - Noida Extension,7,0.0,Low
2024-02-07,5,2,5,0,6,1,3.5405405405405403,3.0,2.6160714285714284,2024-02-07,Wednesday,2,2,7,6,0,8,08:00-12:00,Morning (08:00-12:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.526365714285713,77.35366857142857,Zone 5 - Noida Extension,7,1.4122137404580153,Medium
2024-02-07,5,3,3,5,4,1,2.891891891891892,2.2857142857142856,2.6266666666666665,2024-02-07,Wednesday,2,2,7,6,0,12,12:00-16:00,Afternoon (12:00-16:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.526365714285713,77.35366857142857,Zone 5 - Noida Extension,7,1.0373831775700935,Medium
2024-02-07,5,4,5,3,4,6,4.4324324324324325,4.285714285714286,2.6283185840707963,2024-02-07,Wednesday,2,2,7,6,0,16,16:00-20:00,Evening Peak (16:00-20:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.526365714285713,77.35366857142857,Zone 5 - Noida Extension,7,1.1280487804878048,Medium
2024-02-07,5,5,3,5,4,2,2.864864864864865,1.8571428571428572,2.6387665198237884,2024-02-07,Wednesday,2,2,7,6,0,20,20:00-24:00,Late Evening (20:00-24:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.526365714285713,77.35366857142857,Zone 5 - Noida Extension,7,1.0471698113207546,Medium
2024-02-07,6,0,5,14,1,4,3.108108108108108,2.5714285714285716,14.373873873873874,2024-02-07,Wednesday,2,2,7,6,0,0,00:00-04:00,Night (00:00-04:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.66593081081081,77.19968216216216,Zone 6 - Kirti Nagar,37,1.608695652173913,Medium
2024-02-07,6,1,6,5,9,12,8.486486486486486,8.428571428571429,14.331838565022421,2024-02-07,Wednesday,2,2,7,6,0,4,04:00-08:00,Night (04:00-08:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.66593081081081,77.19968216216216,Zone 6 - Kirti Nagar,37,0.7070063694267517,Medium
2024-02-07,6,2,19,6,16,22,18.37837837837838,18.857142857142858,14.294642857142858,2024-02-07,Wednesday,2,2,7,6,0,8,08:00-12:00,Morning (08:00-12:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.66593081081081,77.19968216216216,Zone 6 - Kirti Nagar,37,1.0338235294117646,High
2024-02-07,6,3,11,19,19,15,15.837837837837839,16.857142857142858,14.315555555555555,2024-02-07,Wednesday,2,2,7,6,0,12,12:00-16:00,Afternoon (12:00-16:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.66593081081081,77.19968216216216,Zone 6 - Kirti Nagar,37,0.6945392491467577,High
2024-02-07,6,4,21,11,23,26,25.324324324324323,23.428571428571427,14.300884955752212,2024-02-07,Wednesday,2,2,7,6,0,16,16:00-20:00,Evening Peak (16:00-20:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.66593081081081,77.19968216216216,Zone 6 - Kirti Nagar,37,0.8292422625400214,High
2024-02-07,6,5,19,21,14,17,15.108108108108109,17.285714285714285,14.330396475770925,2024-02-07,Wednesday,2,2,7,6,0,20,20:00-24:00,Late Evening (20:00-24:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.66593081081081,77.19968216216216,Zone 6 - Kirti Nagar,37,1.257602862254025,High
2024-02-07,7,0,2,1,1,0,0.2972972972972973,0.42857142857142855,1.2882882882882882,2024-02-07,Wednesday,2,2,7,6,0,0,00:00-04:00,Night (00:00-04:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.67650666666667,77.43018666666667,Zone 7 - Ghaziabad,3,6.727272727272727,Medium
2024-02-07,7,1,0,2,3,1,1.0,1.0,1.2914798206278026,2024-02-07,Wednesday,2,2,7,6,0,4,04:00-08:00,Night (04:00-08:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.67650666666667,77.43018666666667,Zone 7 - Ghaziabad,3,0.0,Low
2024-02-07,7,2,2,0,1,1,1.7027027027027026,1.4285714285714286,1.2857142857142858,2024-02-07,Wednesday,2,2,7,6,0,8,08:00-12:00,Morning (08:00-12:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.67650666666667,77.43018666666667,Zone 7 - Ghaziabad,3,1.1746031746031746,Medium
2024-02-07,7,3,3,2,1,1,1.2972972972972974,1.2857142857142858,1.288888888888889,2024-02-07,Wednesday,2,2,7,6,0,12,12:00-16:00,Afternoon (12:00-16:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.67650666666667,77.43018666666667,Zone 7 - Ghaziabad,3,2.3125,Medium
2024-02-07,7,4,2,3,4,1,2.2972972972972974,3.0,1.2964601769911503,2024-02-07,Wednesday,2,2,7,6,0,16,16:00-20:00,Evening Peak (16:00-20:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.67650666666667,77.43018666666667,Zone 7 - Ghaziabad,3,0.8705882352941177,Medium
2024-02-07,7,5,0,2,1,0,1.135135135135135,1.1428571428571428,1.2995594713656389,2024-02-07,Wednesday,2,2,7,6,0,20,20:00-24:00,Late Evening (20:00-24:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.67650666666667,77.43018666666667,Zone 7 - Ghaziabad,3,0.0,Low
2024-02-07,8,0,0,0,1,0,0.16216216216216217,0.2857142857142857,0.32432432432432434,2024-02-07,Wednesday,2,2,7,6,0,0,00:00-04:00,Night (00:00-04:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.67896,76.89904000000001,Zone 8 - Bahadurgarh,1,0.0,Low
2024-02-07,8,1,1,0,0,0,0.21621621621621623,0.5714285714285714,0.32286995515695066,2024-02-07,Wednesday,2,2,7,6,0,4,04:00-08:00,Night (04:00-08:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.67896,76.89904000000001,Zone 8 - Bahadurgarh,1,4.625,Low
2024-02-07,8,2,0,1,0,1,0.40540540540540543,0.14285714285714285,0.32589285714285715,2024-02-07,Wednesday,2,2,7,6,0,8,08:00-12:00,Morning (08:00-12:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.67896,76.89904000000001,Zone 8 - Bahadurgarh,1,0.0,Low
2024-02-07,8,3,1,0,0,1,0.35135135135135137,0.2857142857142857,0.3244444444444444,2024-02-07,Wednesday,2,2,7,6,0,12,12:00-16:00,Afternoon (12:00-16:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.67896,76.89904000000001,Zone 8 - Bahadurgarh,1,2.846153846153846,Low
2024-02-07,8,4,1,1,1,0,0.6216216216216216,0.8571428571428571,0.3274336283185841,2024-02-07,Wednesday,2,2,7,6,0,16,16:00-20:00,Evening Peak (16:00-20:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.67896,76.89904000000001,Zone 8 - Bahadurgarh,1,1.608695652173913,Low
2024-02-07,8,5,0,1,0,0,0.1891891891891892,0.0,0.3303964757709251,2024-02-07,Wednesday,2,2,7,6,0,20,20:00-24:00,Late Evening (20:00-24:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.67896,76.89904000000001,Zone 8 - Bahadurgarh,1,0.0,Low
2024-02-07,9,0,0,1,0,0,0.0,0.0,0.4189189189189189,2024-02-07,Wednesday,2,2,7,6,0,0,00:00-04:00,Night (00:00-04:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.24264,76.90728,Zone 9 - Bhiwadi,1,1.0,Low
2024-02-07,9,1,0,0,0,0,0.21621621621621623,0.0,0.4170403587443946,2024-02-07,Wednesday,2,2,7,6,0,4,04:00-08:00,Night (04:00-08:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.24264,76.90728,Zone 9 - Bhiwadi,1,0.0,Low
2024-02-07,9,2,0,0,0,2,0.6216216216216216,0.5714285714285714,0.41517857142857145,2024-02-07,Wednesday,2,2,7,6,0,8,08:00-12:00,Morning (08:00-12:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.24264,76.90728,Zone 9 - Bhiwadi,1,0.0,Low
2024-02-07,9,3,1,0,2,1,0.5405405405405406,0.5714285714285714,0.41333333333333333,2024-02-07,Wednesday,2,2,7,6,0,12,12:00-16:00,Afternoon (12:00-16:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.24264,76.90728,Zone 9 - Bhiwadi,1,1.8499999999999999,Low
2024-02-07,9,4,0,1,0,1,0.6486486486486487,0.5714285714285714,0.415929203539823,2024-02-07,Wednesday,2,2,7,6,0,16,16:00-20:00,Evening Peak (16:00-20:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.24264,76.90728,Zone 9 - Bhiwadi,1,0.0,Low
2024-02-07,9,5,0,0,1,1,0.4864864864864865,0.5714285714285714,0.41409691629955947,2024-02-07,Wednesday,2,2,7,6,0,20,20:00-24:00,Late Evening (20:00-24:00),0,None,0,13.5,67.7,0.0,0.0,18.4,280.3479199,10.6,28.24264,76.90728,Zone 9 - Bhiwadi,1,0.0,Low
2024-02-08,0,0,1,18,8,3,3.5789473684210527,4.857142857142857,16.767543859649123,2024-02-08,Thursday,3,2,8,6,0,0,00:00-04:00,Night (00:00-04:00),0,None,0,14.3,66.3,0.0,0.0,22.3,272.4558548,13.0,28.625136744186047,77.25694511627907,Zone 0 - Indraprastha,43,0.27941176470588236,Low
