date,hour,day,day_name,cluster,rainfall_mm,booking_id
2024-05-23,21,23,Thursday,0,0.0,"""CNR8519357"""
2024-03-30,13,30,Saturday,0,0.0,"""CNR3831070"""
2024-09-06,18,6,Friday,0,0.0,"""CNR1577555"""
2024-03-28,14,28,Thursday,0,0.0,"""CNR9890513"""
2024-09-05,20,5,Thursday,11,68.0,"""CNR7349193"""
2024-03-14,11,14,Thursday,23,0.0,"""CNR2535124"""
2024-11-28,20,28,Thursday,0,0.0,"""CNR5791222"""
2024-11-02,17,2,Saturday,0,0.0,"""CNR5094771"""
2024-04-30,9,30,Tuesday,0,0.0,"""CNR9126655"""
2024-12-01,18,1,Sunday,0,0.0,"""CNR5354421"""
2024-08-12,18,12,Monday,0,104.5,"""CNR9678954"""
2024-03-13,20,13,Wednesday,29,0.0,"""CNR6520882"""
2024-02-19,21,19,Monday,0,0.0,"""CNR1171501"""
2024-03-24,20,24,Sunday,0,0.0,"""CNR6285411"""
2024-09-29,20,29,Sunday,0,30.6,"""CNR9759467"""
2024-07-31,17,31,Wednesday,0,311.1,"""CNR4663373"""
2024-11-01,22,1,Friday,27,0.0,"""CNR6191270"""
2024-06-19,8,19,Wednesday,8,0.0,"""CNR5667152"""
2024-03-13,13,13,Wednesday,0,0.0,"""CNR7683372"""
2024-05-02,23,2,Thursday,0,0.0,"""CNR4435701"""
2024-07-04,19,4,Thursday,19,102.9,"""CNR8716840"""
2024-01-10,22,10,Wednesday,0,0.0,"""CNR9546498"""
2024-10-07,15,7,Monday,11,0.0,"""CNR9653012"""
2024-06-05,13,5,Wednesday,40,28.7,"""CNR1098846"""
2024-12-24,5,24,Tuesday,0,0.0,"""CNR4596709"""
2024-04-04,8,4,Thursday,0,0.0,"""CNR4894449"""
2024-10-22,9,22,Tuesday,0,0.0,"""CNR4969449"""
2024-10-12,13,12,Saturday,0,0.0,"""CNR2291151"""
2024-12-21,12,21,Saturday,20,4.9,"""CNR5211985"""
2024-05-18,18,18,Saturday,2,0.0,"""CNR6130710"""
2024-08-02,20,2,Friday,7,351.7,"""CNR5595545"""
2024-07-01,8,1,Monday,2,177.0,"""CNR2462130"""
2024-04-19,18,19,Friday,0,0.0,"""CNR2132985"""
2024-08-25,12,25,Sunday,2,51.1,"""CNR4703343"""
2024-09-26,9,26,Thursday,11,32.4,"""CNR9071936"""
2024-11-25,3,25,Monday,0,0.0,"""CNR4172062"""
2024-07-17,17,17,Wednesday,0,0.0,"""CNR4224753"""
2024-01-01,8,1,Monday,0,0.0,"""CNR7840176"""
2024-06-12,18,12,Wednesday,11,70.6,"""CNR4697704"""
2024-10-30,6,30,Wednesday,0,0.0,"""CNR1259456"""
2024-01-14,13,14,Sunday,0,0.0,"""CNR4561503"""
2024-11-19,8,19,Tuesday,42,0.0,"""CNR1085997"""
2024-12-04,0,4,Wednesday,0,0.0,"""CNR2130861"""
2024-04-26,13,26,Friday,0,0.0,"""CNR7863479"""
2024-08-20,3,20,Tuesday,0,277.7,"""CNR5448187"""
2024-09-04,14,4,Wednesday,0,0.0,"""CNR4624043"""
2024-10-08,19,8,Tuesday,0,0.0,"""CNR9797404"""
2024-06-21,16,21,Friday,0,0.0,"""CNR2393087"""
2024-08-21,19,21,Wednesday,0,30.2,"""CNR2546039"""
2024-10-03,8,3,Thursday,0,0.0,"""CNR6789916"""
2024-05-18,20,18,Saturday,0,0.0,"""CNR4445902"""
2024-11-22,17,22,Friday,8,0.0,"""CNR8058830"""
2024-10-25,22,25,Friday,12,6.4,"""CNR4745924"""
2024-10-27,17,27,Sunday,0,4.9,"""CNR3110709"""
2024-09-25,17,25,Wednesday,0,0.0,"""CNR2084410"""
2024-11-08,7,8,Friday,20,0.0,"""CNR5200452"""
2024-07-29,8,29,Monday,0,0.0,"""CNR9913757"""
2024-04-11,13,11,Thursday,9,0.0,"""CNR5237727"""
2024-04-27,6,27,Saturday,40,0.0,"""CNR2033414"""
2024-03-03,17,3,Sunday,0,0.0,"""CNR4832282"""
2024-07-23,20,23,Tuesday,0,0.0,"""CNR1424741"""
2024-03-29,8,29,Friday,27,0.0,"""CNR4568741"""
2024-11-24,23,24,Sunday,26,0.0,"""CNR7738786"""
2024-11-09,20,9,Saturday,10,0.0,"""CNR7878976"""
2024-08-23,1,23,Friday,29,0.0,"""CNR8025908"""
2024-10-22,21,22,Tuesday,0,0.0,"""CNR4754615"""
2024-06-30,9,30,Sunday,0,22.7,"""CNR8188645"""
2024-01-20,12,20,Saturday,0,0.0,"""CNR2665647"""
2024-11-02,19,2,Saturday,11,0.0,"""CNR4573936"""
2024-03-15,22,15,Friday,9,0.0,"""CNR4430381"""
2024-01-02,3,2,Tuesday,29,0.0,"""CNR8104159"""
2024-10-19,12,19,Saturday,0,0.0,"""CNR6213357"""
2024-09-18,16,18,Wednesday,1,104.0,"""CNR5271048"""
2024-02-20,1,20,Tuesday,0,0.0,"""CNR9394375"""
2024-09-27,16,27,Friday,20,0.0,"""CNR6121228"""
2024-10-08,10,8,Tuesday,0,0.0,"""CNR3798254"""
2024-07-24,9,24,Wednesday,37,274.4,"""CNR6087504"""
2024-07-24,11,24,Wednesday,0,274.4,"""CNR2456489"""
2024-11-18,7,18,Monday,0,0.0,"""CNR4437072"""
2024-01-28,13,28,Sunday,22,6.8,"""CNR8768711"""
2024-02-13,16,13,Tuesday,0,0.0,"""CNR2188423"""
2024-07-24,10,24,Wednesday,0,274.4,"""CNR5646049"""
2024-01-31,19,31,Wednesday,0,0.0,"""CNR2617125"""
2024-11-12,6,12,Tuesday,13,0.0,"""CNR7111719"""
2024-06-27,3,27,Thursday,18,0.0,"""CNR4831314"""
2024-12-18,10,18,Wednesday,0,0.0,"""CNR3311436"""
2024-12-02,18,2,Monday,0,0.0,"""CNR7311055"""
2024-05-28,16,28,Tuesday,0,0.0,"""CNR5413523"""
2024-09-27,19,27,Friday,2,0.0,"""CNR5850204"""
2024-04-24,16,24,Wednesday,0,0.0,"""CNR6579160"""
2024-01-03,22,3,Wednesday,15,0.0,"""CNR6006397"""
2024-05-09,18,9,Thursday,0,0.0,"""CNR6852283"""
2024-06-29,11,29,Saturday,0,0.0,"""CNR2071120"""
2024-10-22,8,22,Tuesday,34,0.0,"""CNR3500443"""
2024-12-13,19,13,Friday,4,0.0,"""CNR5600397"""
2024-07-10,10,10,Wednesday,29,50.9,"""CNR5728276"""
2024-09-24,23,24,Tuesday,0,0.0,"""CNR8010228"""
2024-03-01,12,1,Friday,0,0.0,"""CNR4048473"""
2024-06-04,11,4,Tuesday,0,0.0,"""CNR1723474"""
2024-07-27,8,27,Saturday,23,0.0,"""CNR3984450"""
2024-04-29,16,29,Monday,0,0.0,"""CNR5788484"""
2024-07-15,1,15,Monday,0,0.0,"""CNR7513750"""
2024-06-05,14,5,Wednesday,0,28.7,"""CNR9894488"""
2024-01-14,19,14,Sunday,0,0.0,"""CNR5380380"""
2024-11-19,22,19,Tuesday,0,0.0,"""CNR2106623"""
2024-11-03,19,3,Sunday,0,0.0,"""CNR6286129"""
2024-03-07,10,7,Thursday,0,0.0,"""CNR4704104"""
2024-08-16,18,16,Friday,0,48.5,"""CNR2015885"""
2024-07-20,17,20,Saturday,38,318.7,"""CNR4923645"""
2024-12-15,15,15,Sunday,4,0.0,"""CNR7463741"""
2024-06-05,21,5,Wednesday,0,28.7,"""CNR9155947"""
2024-03-06,10,6,Wednesday,0,0.0,"""CNR3512956"""
2024-12-09,7,9,Monday,0,0.0,"""CNR6749881"""
2024-09-07,22,7,Saturday,0,57.4,"""CNR6860266"""
2024-05-28,16,28,Tuesday,24,0.0,"""CNR2087005"""
2024-08-16,18,16,Friday,0,48.5,"""CNR7732407"""
2024-12-04,9,4,Wednesday,19,0.0,"""CNR3595012"""
2024-04-11,20,11,Thursday,38,0.0,"""CNR5337114"""
2024-02-09,18,9,Friday,0,0.0,"""CNR7918334"""
2024-11-16,18,16,Saturday,0,0.0,"""CNR6157742"""
2024-10-18,6,18,Friday,0,0.0,"""CNR8221336"""
2024-11-13,9,13,Wednesday,0,0.0,"""CNR1479633"""
2024-04-11,6,11,Thursday,0,0.0,"""CNR9508490"""
2024-01-01,10,1,Monday,13,0.0,"""CNR6835253"""
2024-11-16,19,16,Saturday,0,0.0,"""CNR1283454"""
2024-05-12,12,12,Sunday,0,0.0,"""CNR5202381"""
2024-10-18,19,18,Friday,33,0.0,"""CNR6871931"""
2024-01-11,20,11,Thursday,7,0.0,"""CNR1556139"""
2024-06-22,6,22,Saturday,1,0.0,"""CNR2405936"""
2024-01-02,0,2,Tuesday,0,0.0,"""CNR3216498"""
2024-03-29,11,29,Friday,12,0.0,"""CNR1856891"""
2024-08-02,23,2,Friday,0,351.7,"""CNR6155968"""
2024-12-23,10,23,Monday,20,0.0,"""CNR7240651"""
2024-12-14,21,14,Saturday,23,0.0,"""CNR7234323"""
2024-11-29,19,29,Friday,8,0.0,"""CNR3948660"""
2024-10-26,15,26,Saturday,0,0.0,"""CNR1243492"""
2024-12-07,12,7,Saturday,0,0.0,"""CNR5296213"""
2024-04-20,19,20,Saturday,4,0.0,"""CNR5136774"""
2024-12-20,10,20,Friday,0,0.0,"""CNR5867112"""
2024-03-09,22,9,Saturday,0,0.0,"""CNR5231554"""
2024-01-10,4,10,Wednesday,0,0.0,"""CNR7219331"""
2024-07-28,9,28,Sunday,15,0.0,"""CNR7498003"""
2024-09-29,11,29,Sunday,0,30.6,"""CNR3565117"""
2024-05-05,11,5,Sunday,0,0.0,"""CNR1346769"""
2024-11-29,17,29,Friday,0,0.0,"""CNR7214179"""
2024-04-14,13,14,Sunday,0,0.0,"""CNR7646929"""
2024-01-20,11,20,Saturday,0,0.0,"""CNR8869453"""
2024-06-08,19,8,Saturday,0,0.0,"""CNR5369771"""
2024-08-14,16,14,Wednesday,0,103.8,"""CNR6168273"""
2024-01-02,11,2,Tuesday,5,0.0,"""CNR5249373"""
2024-10-18,11,18,Friday,0,0.0,"""CNR9361703"""
2024-08-30,12,30,Friday,24,107.3,"""CNR8174523"""
2024-08-11,8,11,Sunday,0,147.2,"""CNR2595010"""
2024-05-29,15,29,Wednesday,38,0.0,"""CNR3808713"""
2024-06-06,10,6,Thursday,8,8.2,"""CNR5881352"""
2024-12-28,14,28,Saturday,0,0.0,"""CNR2561370"""
2024-12-29,20,29,Sunday,4,0.0,"""CNR4904526"""
2024-06-10,15,10,Monday,0,0.0,"""CNR7840153"""
2024-03-12,13,12,Tuesday,0,0.0,"""CNR5209295"""
2024-01-24,16,24,Wednesday,0,0.0,"""CNR8644641"""
2024-02-23,19,23,Friday,0,0.0,"""CNR6016780"""
2024-01-31,19,31,Wednesday,11,0.0,"""CNR4162538"""
2024-09-22,18,22,Sunday,28,0.0,"""CNR1960527"""
2024-06-08,0,8,Saturday,0,0.0,"""CNR8670824"""
2024-01-19,21,19,Friday,0,0.0,"""CNR6375493"""
2024-10-05,12,5,Saturday,0,0.0,"""CNR2432831"""
2024-06-15,16,15,Saturday,0,0.0,"""CNR2935807"""
2024-10-07,13,7,Monday,0,0.0,"""CNR6955264"""
2024-06-27,7,27,Thursday,0,0.0,"""CNR1378500"""
2024-02-15,14,15,Thursday,8,0.0,"""CNR7758914"""
2024-10-14,16,14,Monday,11,0.0,"""CNR3149918"""
2024-04-06,10,6,Saturday,0,0.0,"""CNR6365984"""
2024-09-24,13,24,Tuesday,0,0.0,"""CNR4002682"""
2024-08-10,7,10,Saturday,0,0.0,"""CNR5051357"""
2024-10-10,14,10,Thursday,13,4.5,"""CNR8286387"""
2024-09-12,17,12,Thursday,0,165.2,"""CNR9530597"""
2024-08-27,11,27,Tuesday,0,0.0,"""CNR2585310"""
2024-03-17,6,17,Sunday,0,0.0,"""CNR1774193"""
2024-06-08,23,8,Saturday,0,0.0,"""CNR3589969"""
2024-11-29,10,29,Friday,0,0.0,"""CNR3478676"""
2024-03-08,6,8,Friday,0,0.0,"""CNR7340131"""
2024-06-01,8,1,Saturday,0,0.0,"""CNR3158739"""
2024-09-10,12,10,Tuesday,0,0.0,"""CNR7648396"""
2024-02-14,9,14,Wednesday,0,0.0,"""CNR1711887"""
2024-12-30,22,30,Monday,0,0.0,"""CNR7965033"""
2024-03-19,18,19,Tuesday,8,0.0,"""CNR7030742"""
2024-01-24,23,24,Wednesday,36,0.0,"""CNR5724751"""
2024-11-22,7,22,Friday,0,0.0,"""CNR2684632"""
2024-01-10,20,10,Wednesday,20,0.0,"""CNR6177242"""
2024-10-03,3,3,Thursday,0,0.0,"""CNR8259431"""
2024-11-26,4,26,Tuesday,0,0.0,"""CNR5842089"""
2024-04-13,18,13,Saturday,19,0.0,"""CNR5282438"""
2024-03-02,17,2,Saturday,32,0.0,"""CNR4673210"""
2024-10-27,11,27,Sunday,0,4.9,"""CNR7617184"""
2024-04-20,12,20,Saturday,0,0.0,"""CNR4515947"""
2024-11-27,9,27,Wednesday,0,0.0,"""CNR4971639"""
2024-06-26,14,26,Wednesday,32,0.0,"""CNR2205260"""
2024-07-09,6,9,Tuesday,0,180.0,"""CNR5823237"""
2024-10-05,21,5,Saturday,0,0.0,"""CNR1849094"""
2024-12-19,17,19,Thursday,0,0.0,"""CNR6649983"""
2024-03-07,18,7,Thursday,0,0.0,"""CNR9431845"""
2024-05-03,4,3,Friday,0,0.0,"""CNR7352418"""
2024-12-17,14,17,Tuesday,0,0.0,"""CNR1588477"""
2024-05-29,10,29,Wednesday,0,0.0,"""CNR9922261"""
2024-03-23,14,23,Saturday,1,0.0,"""CNR4953617"""
2024-11-01,19,1,Friday,9,0.0,"""CNR8427270"""
2024-11-29,18,29,Friday,0,0.0,"""CNR7415042"""
2024-01-16,18,16,Tuesday,0,0.0,"""CNR5309759"""
2024-07-14,14,14,Sunday,0,0.0,"""CNR1442027"""
2024-06-08,6,8,Saturday,0,0.0,"""CNR9060445"""
2024-09-02,17,2,Monday,9,0.0,"""CNR6485078"""
2024-05-08,21,8,Wednesday,25,0.0,"""CNR1622092"""
2024-06-27,8,27,Thursday,0,0.0,"""CNR9651736"""
2024-06-05,14,5,Wednesday,0,28.7,"""CNR6066294"""
2024-12-27,18,27,Friday,0,0.0,"""CNR9046570"""
2024-08-25,15,25,Sunday,0,51.1,"""CNR5916463"""
2024-05-21,9,21,Tuesday,0,0.0,"""CNR7271050"""
2024-04-25,3,25,Thursday,0,0.0,"""CNR3077621"""
2024-07-09,15,9,Tuesday,0,180.0,"""CNR7572910"""
2024-08-26,19,26,Monday,0,323.4,"""CNR8177935"""
2024-08-14,6,14,Wednesday,0,103.8,"""CNR9770395"""
2024-04-25,15,25,Thursday,20,0.0,"""CNR6756851"""
2024-09-18,7,18,Wednesday,0,104.0,"""CNR7889278"""
2024-10-22,14,22,Tuesday,0,0.0,"""CNR7553601"""
2024-01-27,12,27,Saturday,41,0.0,"""CNR7274151"""
2024-04-16,13,16,Tuesday,0,0.0,"""CNR9345414"""
2024-07-06,17,6,Saturday,11,341.6,"""CNR5328707"""
2024-09-20,20,20,Friday,0,34.0,"""CNR5204201"""
2024-09-24,20,24,Tuesday,0,0.0,"""CNR5414144"""
2024-11-01,11,1,Friday,0,0.0,"""CNR9511377"""
2024-03-10,14,10,Sunday,20,0.0,"""CNR1014378"""
2024-11-02,9,2,Saturday,0,0.0,"""CNR1106811"""
2024-01-20,9,20,Saturday,0,0.0,"""CNR2986601"""
2024-02-21,18,21,Wednesday,0,0.0,"""CNR3965011"""
2024-05-22,12,22,Wednesday,0,0.0,"""CNR8311452"""
2024-05-29,23,29,Wednesday,0,0.0,"""CNR2162224"""
2024-10-11,22,11,Friday,0,0.0,"""CNR1897083"""
2024-11-17,18,17,Sunday,36,0.0,"""CNR3448406"""
2024-09-06,19,6,Friday,0,0.0,"""CNR3807248"""
2024-12-21,12,21,Saturday,0,4.9,"""CNR9102014"""
2024-04-07,11,7,Sunday,0,0.0,"""CNR6291980"""
2024-03-18,12,18,Monday,0,0.0,"""CNR4664796"""
2024-06-29,8,29,Saturday,0,0.0,"""CNR7950449"""
2024-08-25,11,25,Sunday,15,51.1,"""CNR9526508"""
2024-11-30,21,30,Saturday,0,0.0,"""CNR1906520"""
2024-04-20,7,20,Saturday,0,0.0,"""CNR5826744"""
2024-01-04,9,4,Thursday,0,0.0,"""CNR4227602"""
2024-11-29,18,29,Friday,0,0.0,"""CNR7183647"""
2024-01-28,18,28,Sunday,1,6.8,"""CNR5737337"""
2024-03-28,8,28,Thursday,0,0.0,"""CNR2540310"""
2024-10-21,16,21,Monday,0,0.0,"""CNR4087796"""
2024-01-01,18,1,Monday,0,0.0,"""CNR2337420"""
2024-08-26,0,26,Monday,0,323.4,"""CNR6151689"""
2024-09-12,19,12,Thursday,0,165.2,"""CNR4156270"""
2024-10-07,15,7,Monday,0,0.0,"""CNR1566740"""
2024-10-08,20,8,Tuesday,0,0.0,"""CNR6453497"""
2024-07-16,11,16,Tuesday,0,69.4,"""CNR5092863"""
2024-03-24,20,24,Sunday,24,0.0,"""CNR1826053"""
2024-08-07,14,7,Wednesday,0,13.2,"""CNR1358526"""
2024-02-02,10,2,Friday,28,0.0,"""CNR1906401"""
2024-02-21,23,21,Wednesday,0,0.0,"""CNR2784942"""
2024-01-08,16,8,Monday,41,0.0,"""CNR4384761"""
2024-06-08,22,8,Saturday,0,0.0,"""CNR7012088"""
2024-05-17,7,17,Friday,2,0.0,"""CNR1436632"""
2024-04-30,9,30,Tuesday,0,0.0,"""CNR2952060"""
2024-07-17,22,17,Wednesday,0,0.0,"""CNR9114457"""
2024-01-04,22,4,Thursday,24,0.0,"""CNR3712765"""
2024-04-19,14,19,Friday,0,0.0,"""CNR3376791"""
2024-03-15,10,15,Friday,0,0.0,"""CNR7996684"""
2024-06-20,20,20,Thursday,9,0.0,"""CNR4329632"""
2024-11-23,12,23,Saturday,24,0.0,"""CNR5885869"""
2024-05-11,13,11,Saturday,20,0.0,"""CNR9502083"""
2024-09-01,12,1,Sunday,0,0.0,"""CNR4817888"""
2024-05-12,19,12,Sunday,0,0.0,"""CNR7652508"""
2024-01-08,23,8,Monday,2,0.0,"""CNR7599397"""
2024-02-01,17,1,Thursday,0,0.0,"""CNR5663077"""
2024-01-13,18,13,Saturday,0,0.0,"""CNR4110829"""
2024-10-16,10,16,Wednesday,0,0.0,"""CNR2741634"""
2024-01-06,17,6,Saturday,32,0.0,"""CNR7191081"""
2024-01-25,21,25,Thursday,0,0.0,"""CNR7361168"""
2024-06-16,14,16,Sunday,0,0.0,"""CNR9769455"""
2024-12-12,5,12,Thursday,0,0.0,"""CNR7809649"""
2024-04-20,20,20,Saturday,0,0.0,"""CNR8125269"""
2024-07-10,20,10,Wednesday,0,50.9,"""CNR6260060"""
2024-02-14,10,14,Wednesday,40,0.0,"""CNR1750929"""
2024-09-21,12,21,Saturday,0,39.8,"""CNR5819367"""
2024-12-29,20,29,Sunday,0,0.0,"""CNR4884491"""
2024-06-20,18,20,Thursday,0,0.0,"""CNR9161224"""
2024-08-10,13,10,Saturday,0,0.0,"""CNR8208259"""
2024-04-26,11,26,Friday,0,0.0,"""CNR8529512"""
2024-11-09,15,9,Saturday,2,0.0,"""CNR8863867"""
2024-05-16,19,16,Thursday,0,0.0,"""CNR8350978"""
2024-09-10,16,10,Tuesday,15,0.0,"""CNR4634310"""
2024-08-21,16,21,Wednesday,0,30.2,"""CNR7777620"""
2024-07-07,12,7,Sunday,0,70.4,"""CNR5231272"""
2024-08-21,5,21,Wednesday,0,30.2,"""CNR2929594"""
2024-06-25,6,25,Tuesday,10,0.0,"""CNR1937208"""
2024-04-17,0,17,Wednesday,0,0.0,"""CNR1704767"""
2024-06-05,14,5,Wednesday,0,28.7,"""CNR9397272"""
2024-05-19,9,19,Sunday,0,0.0,"""CNR7930637"""
2024-11-05,21,5,Tuesday,29,0.0,"""CNR6681720"""
2024-05-15,4,15,Wednesday,0,0.0,"""CNR7349581"""
2024-02-16,12,16,Friday,0,0.0,"""CNR1059000"""
2024-01-09,20,9,Tuesday,35,0.0,"""CNR9363508"""
2024-09-02,12,2,Monday,18,0.0,"""CNR8171054"""
2024-03-14,10,14,Thursday,0,0.0,"""CNR9648655"""
2024-10-11,22,11,Friday,0,0.0,"""CNR6396410"""
2024-07-29,7,29,Monday,0,0.0,"""CNR8358623"""
2024-09-30,13,30,Monday,15,0.0,"""CNR3977868"""
2024-01-12,15,12,Friday,31,0.0,"""CNR7683905"""
2024-12-04,7,4,Wednesday,0,0.0,"""CNR5507425"""
2024-04-06,19,6,Saturday,17,0.0,"""CNR3058693"""
2024-01-16,22,16,Tuesday,0,0.0,"""CNR5240048"""
2024-02-28,18,28,Wednesday,0,0.0,"""CNR4976213"""
2024-05-13,11,13,Monday,0,0.0,"""CNR8779565"""
2024-01-07,19,7,Sunday,0,0.0,"""CNR2822050"""
2024-03-08,21,8,Friday,0,0.0,"""CNR6782774"""
2024-09-27,5,27,Friday,0,0.0,"""CNR3153633"""
2024-08-24,19,24,Saturday,0,0.0,"""CNR6180364"""
2024-02-11,22,11,Sunday,0,0.0,"""CNR6280435"""
2024-09-04,8,4,Wednesday,0,0.0,"""CNR5331781"""
2024-10-17,10,17,Thursday,0,0.0,"""CNR5583341"""
2024-08-07,15,7,Wednesday,0,13.2,"""CNR8862770"""
2024-07-24,18,24,Wednesday,0,274.4,"""CNR3469708"""
2024-02-16,19,16,Friday,0,0.0,"""CNR1413907"""
2024-03-24,19,24,Sunday,0,0.0,"""CNR6015835"""
2024-03-06,20,6,Wednesday,0,0.0,"""CNR7213726"""
2024-08-11,17,11,Sunday,0,147.2,"""CNR7978000"""
2024-03-20,16,20,Wednesday,0,0.0,"""CNR9952607"""
2024-09-08,13,8,Sunday,0,0.0,"""CNR2864427"""
2024-08-29,19,29,Thursday,0,106.7,"""CNR8374084"""
2024-06-29,12,29,Saturday,23,0.0,"""CNR2658685"""
2024-06-07,16,7,Friday,0,10.5,"""CNR1392709"""
2024-11-05,16,5,Tuesday,20,0.0,"""CNR2049086"""
2024-01-23,19,23,Tuesday,0,0.0,"""CNR5070304"""
2024-11-25,18,25,Monday,5,0.0,"""CNR4070146"""
2024-09-10,10,10,Tuesday,23,0.0,"""CNR4225093"""
2024-03-10,21,10,Sunday,0,0.0,"""CNR2762553"""
2024-07-18,14,18,Thursday,0,0.0,"""CNR2522606"""
2024-04-10,14,10,Wednesday,19,0.0,"""CNR3376419"""
2024-09-26,11,26,Thursday,15,32.4,"""CNR1650920"""
2024-12-23,5,23,Monday,0,0.0,"""CNR6536645"""
2024-06-27,11,27,Thursday,5,0.0,"""CNR4985456"""
2024-11-01,4,1,Friday,32,0.0,"""CNR6271264"""
2024-11-18,14,18,Monday,0,0.0,"""CNR8675804"""
2024-02-16,15,16,Friday,0,0.0,"""CNR5554677"""
2024-01-10,7,10,Wednesday,0,0.0,"""CNR1339878"""
2024-11-27,19,27,Wednesday,0,0.0,"""CNR9932969"""
2024-02-12,19,12,Monday,0,0.0,"""CNR7586778"""
2024-10-19,5,19,Saturday,0,0.0,"""CNR5061315"""
2024-02-13,4,13,Tuesday,0,0.0,"""CNR8211191"""
2024-07-30,16,30,Tuesday,0,66.5,"""CNR2389708"""
2024-12-11,18,11,Wednesday,0,0.0,"""CNR3602166"""
2024-03-10,5,10,Sunday,9,0.0,"""CNR6293407"""
2024-03-07,19,7,Thursday,20,0.0,"""CNR3395237"""
2024-12-10,7,10,Tuesday,0,0.0,"""CNR7452505"""
2024-09-10,17,10,Tuesday,2,0.0,"""CNR2303174"""
2024-08-20,16,20,Tuesday,0,277.7,"""CNR3131549"""
2024-09-26,6,26,Thursday,0,32.4,"""CNR2466569"""
2024-01-27,17,27,Saturday,0,0.0,"""CNR7322295"""
2024-08-23,18,23,Friday,24,0.0,"""CNR7895521"""
2024-03-21,23,21,Thursday,0,0.0,"""CNR9178613"""
2024-03-13,23,13,Wednesday,0,0.0,"""CNR1069483"""
2024-08-22,13,22,Thursday,29,0.0,"""CNR7649809"""
2024-07-07,21,7,Sunday,26,70.4,"""CNR8055056"""
2024-02-29,19,29,Thursday,0,0.0,"""CNR5997510"""
2024-02-16,17,16,Friday,0,0.0,"""CNR6055842"""
2024-12-26,19,26,Thursday,0,0.0,"""CNR2981100"""
2024-04-26,17,26,Friday,0,0.0,"""CNR4549839"""
2024-12-15,3,15,Sunday,0,0.0,"""CNR3306607"""
2024-11-29,10,29,Friday,15,0.0,"""CNR7244704"""
2024-05-11,18,11,Saturday,0,0.0,"""CNR4003203"""
2024-05-30,11,30,Thursday,0,0.0,"""CNR2697506"""
2024-08-03,17,3,Saturday,0,0.0,"""CNR2334061"""
2024-02-25,17,25,Sunday,0,0.0,"""CNR7791807"""
2024-02-19,15,19,Monday,0,0.0,"""CNR8927406"""
2024-04-02,22,2,Tuesday,0,0.0,"""CNR3797705"""
2024-10-25,16,25,Friday,0,6.4,"""CNR8124399"""
2024-02-28,12,28,Wednesday,15,0.0,"""CNR3057494"""
2024-10-03,17,3,Thursday,13,0.0,"""CNR4008359"""
2024-10-23,17,23,Wednesday,0,0.0,"""CNR6094176"""
2024-03-09,3,9,Saturday,30,0.0,"""CNR4053459"""
2024-05-16,7,16,Thursday,0,0.0,"""CNR5766940"""
2024-08-17,20,17,Saturday,10,0.0,"""CNR3486913"""
2024-12-29,19,29,Sunday,17,0.0,"""CNR6870991"""
2024-07-31,22,31,Wednesday,0,311.1,"""CNR1808819"""
2024-07-11,19,11,Thursday,0,0.0,"""CNR2360147"""
2024-10-21,7,21,Monday,0,0.0,"""CNR6039456"""
2024-06-07,8,7,Friday,0,10.5,"""CNR6931378"""
2024-09-11,2,11,Wednesday,11,0.0,"""CNR5673459"""
2024-10-27,1,27,Sunday,0,4.9,"""CNR7268236"""
2024-01-10,19,10,Wednesday,0,0.0,"""CNR5080920"""
2024-06-14,20,14,Friday,23,0.0,"""CNR2010280"""
2024-12-12,13,12,Thursday,0,0.0,"""CNR3531149"""
2024-06-19,15,19,Wednesday,31,0.0,"""CNR3717641"""
2024-12-03,21,3,Tuesday,0,0.0,"""CNR1099041"""
2024-10-02,18,2,Wednesday,30,0.0,"""CNR2300689"""
2024-06-28,19,28,Friday,0,0.0,"""CNR1339749"""
2024-11-19,9,19,Tuesday,27,0.0,"""CNR5315956"""
2024-05-08,14,8,Wednesday,17,0.0,"""CNR8064013"""
2024-11-21,14,21,Thursday,0,0.0,"""CNR9367968"""
2024-12-01,21,1,Sunday,4,0.0,"""CNR9744882"""
2024-07-14,13,14,Sunday,0,0.0,"""CNR8006293"""
2024-12-08,17,8,Sunday,0,0.0,"""CNR2854685"""
2024-07-31,17,31,Wednesday,0,311.1,"""CNR9081194"""
2024-07-25,11,25,Thursday,0,124.0,"""CNR6205104"""
2024-09-20,18,20,Friday,20,34.0,"""CNR4548005"""
2024-04-15,4,15,Monday,0,0.0,"""CNR5481520"""
2024-10-08,8,8,Tuesday,0,0.0,"""CNR7697317"""
2024-11-15,23,15,Friday,32,0.0,"""CNR3380912"""
2024-09-13,6,13,Friday,0,0.0,"""CNR2610830"""
2024-12-09,5,9,Monday,0,0.0,"""CNR6156646"""
2024-12-18,17,18,Wednesday,36,0.0,"""CNR8933924"""
2024-07-03,23,3,Wednesday,0,338.3,"""CNR9895520"""
2024-07-06,22,6,Saturday,38,341.6,"""CNR3235086"""
2024-08-18,10,18,Sunday,29,0.0,"""CNR4139107"""
2024-12-13,12,13,Friday,0,0.0,"""CNR6839529"""
2024-05-21,10,21,Tuesday,0,0.0,"""CNR7561053"""
2024-10-15,16,15,Tuesday,0,0.0,"""CNR6474685"""
2024-03-15,18,15,Friday,0,0.0,"""CNR5434375"""
2024-04-16,17,16,Tuesday,0,0.0,"""CNR8170100"""
2024-02-08,22,8,Thursday,0,0.0,"""CNR6449881"""
